Index,MC,Sensor,Type,Step,Parameter,SubCh,Partition,FieldName,Register,Field,Name
95,M0,ANA,COMP,x,VSS,x,x,adcout,ddrcomp_adc_csr,M0_x_x_x_COMP_VSS,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
96,M0,ANA,DATA,1,ULVTNGM,A,0,adcout,ddrd_n0_dll_csr,M0_A_0_1_DATA_ULVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
97,M0,ANA,CC,1,ULVTNGM,A,x,adcout,ddrcc_dll_csr,M0_A_x_1_CC_ULVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
98,M0,ANA,CLK,1,ULVTNGM,x,x,adcout,ddrclk_dll_csr,M0_x_x_1_CLK_ULVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
99,M0,ANA,COMP,1,ULVTNGM,x,x,adcout,ddrcomp_adc_csr,M0_x_x_1_COMP_ULVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
100,M0,ANA,DATA,1,LVTNGM,A,0,adcout,ddrd_n0_dll_csr,M0_A_0_1_DATA_LVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
101,M0,ANA,CC,1,LVTNGM,A,x,adcout,ddrcc_dll_csr,M0_A_x_1_CC_LVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
102,M0,ANA,CLK,1,LVTNGM,x,x,adcout,ddrclk_dll_csr,M0_x_x_1_CLK_LVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
103,M0,ANA,COMP,1,LVTNGM,x,x,adcout,ddrcomp_adc_csr,M0_x_x_1_COMP_LVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
104,M0,ANA,DATA,1,SVTNGM,A,0,adcout,ddrd_n0_dll_csr,M0_A_0_1_DATA_SVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
105,M0,ANA,CC,1,SVTNGM,A,x,adcout,ddrcc_dll_csr,M0_A_x_1_CC_SVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
106,M0,ANA,CLK,1,SVTNGM,x,x,adcout,ddrclk_dll_csr,M0_x_x_1_CLK_SVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
107,M0,ANA,COMP,1,SVTNGM,x,x,adcout,ddrcomp_adc_csr,M0_x_x_1_COMP_SVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
108,M0,ANA,DATA,1,HVTNGM,A,0,adcout,ddrd_n0_dll_csr,M0_A_0_1_DATA_HVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
109,M0,ANA,CC,1,HVTNGM,A,x,adcout,ddrcc_dll_csr,M0_A_x_1_CC_HVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
110,M0,ANA,CLK,1,HVTNGM,x,x,adcout,ddrclk_dll_csr,M0_x_x_1_CLK_HVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
111,M0,ANA,COMP,1,HVTNGM,x,x,adcout,ddrcomp_adc_csr,M0_x_x_1_COMP_HVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
112,M0,ANA,DATA,1,ULVTPGM,A,0,adcout,ddrd_n0_dll_csr,M0_A_0_1_DATA_ULVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
113,M0,ANA,CC,1,ULVTPGM,A,x,adcout,ddrcc_dll_csr,M0_A_x_1_CC_ULVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
114,M0,ANA,CLK,1,ULVTPGM,x,x,adcout,ddrclk_dll_csr,M0_x_x_1_CLK_ULVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
115,M0,ANA,COMP,1,ULVTPGM,x,x,adcout,ddrcomp_adc_csr,M0_x_x_1_COMP_ULVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
116,M0,ANA,DATA,1,LVTPGM,A,0,adcout,ddrd_n0_dll_csr,M0_A_0_1_DATA_LVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
117,M0,ANA,CC,1,LVTPGM,A,x,adcout,ddrcc_dll_csr,M0_A_x_1_CC_LVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
118,M0,ANA,CLK,1,LVTPGM,x,x,adcout,ddrclk_dll_csr,M0_x_x_1_CLK_LVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
119,M0,ANA,COMP,1,LVTPGM,x,x,adcout,ddrcomp_adc_csr,M0_x_x_1_COMP_LVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
120,M0,ANA,DATA,1,SVTPGM,A,0,adcout,ddrd_n0_dll_csr,M0_A_0_1_DATA_SVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
121,M0,ANA,CC,1,SVTPGM,A,x,adcout,ddrcc_dll_csr,M0_A_x_1_CC_SVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
122,M0,ANA,CLK,1,SVTPGM,x,x,adcout,ddrclk_dll_csr,M0_x_x_1_CLK_SVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
123,M0,ANA,COMP,1,SVTPGM,x,x,adcout,ddrcomp_adc_csr,M0_x_x_1_COMP_SVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
124,M0,ANA,DATA,1,HVTPGM,A,0,adcout,ddrd_n0_dll_csr,M0_A_0_1_DATA_HVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
125,M0,ANA,CC,1,HVTPGM,A,x,adcout,ddrcc_dll_csr,M0_A_x_1_CC_HVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
126,M0,ANA,CLK,1,HVTPGM,x,x,adcout,ddrclk_dll_csr,M0_x_x_1_CLK_HVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
127,M0,ANA,COMP,1,HVTPGM,x,x,adcout,ddrcomp_adc_csr,M0_x_x_1_COMP_HVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
128,M0,ANA,DATA,1,ULVTNROUT,A,0,adcout,ddrd_n0_dll_csr,M0_A_0_1_DATA_ULVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
129,M0,ANA,CC,1,ULVTNROUT,A,x,adcout,ddrcc_dll_csr,M0_A_x_1_CC_ULVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
130,M0,ANA,CLK,1,ULVTNROUT,x,x,adcout,ddrclk_dll_csr,M0_x_x_1_CLK_ULVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
131,M0,ANA,COMP,1,ULVTNROUT,x,x,adcout,ddrcomp_adc_csr,M0_x_x_1_COMP_ULVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
132,M0,ANA,DATA,1,LVTNROUT,A,0,adcout,ddrd_n0_dll_csr,M0_A_0_1_DATA_LVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
133,M0,ANA,CC,1,LVTNROUT,A,x,adcout,ddrcc_dll_csr,M0_A_x_1_CC_LVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
134,M0,ANA,CLK,1,LVTNROUT,x,x,adcout,ddrclk_dll_csr,M0_x_x_1_CLK_LVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
135,M0,ANA,COMP,1,LVTNROUT,x,x,adcout,ddrcomp_adc_csr,M0_x_x_1_COMP_LVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
136,M0,ANA,DATA,1,SVTNROUT,A,0,adcout,ddrd_n0_dll_csr,M0_A_0_1_DATA_SVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
137,M0,ANA,CC,1,SVTNROUT,A,x,adcout,ddrcc_dll_csr,M0_A_x_1_CC_SVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
138,M0,ANA,CLK,1,SVTNROUT,x,x,adcout,ddrclk_dll_csr,M0_x_x_1_CLK_SVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
139,M0,ANA,COMP,1,SVTNROUT,x,x,adcout,ddrcomp_adc_csr,M0_x_x_1_COMP_SVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
140,M0,ANA,DATA,1,HVTNROUT,A,0,adcout,ddrd_n0_dll_csr,M0_A_0_1_DATA_HVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
141,M0,ANA,CC,1,HVTNROUT,A,x,adcout,ddrcc_dll_csr,M0_A_x_1_CC_HVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
142,M0,ANA,CLK,1,HVTNROUT,x,x,adcout,ddrclk_dll_csr,M0_x_x_1_CLK_HVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
143,M0,ANA,COMP,1,HVTNROUT,x,x,adcout,ddrcomp_adc_csr,M0_x_x_1_COMP_HVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
144,M0,ANA,DATA,1,ULVTPROUT,A,0,adcout,ddrd_n0_dll_csr,M0_A_0_1_DATA_ULVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
145,M0,ANA,CC,1,ULVTPROUT,A,x,adcout,ddrcc_dll_csr,M0_A_x_1_CC_ULVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
146,M0,ANA,CLK,1,ULVTPROUT,x,x,adcout,ddrclk_dll_csr,M0_x_x_1_CLK_ULVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
147,M0,ANA,COMP,1,ULVTPROUT,x,x,adcout,ddrcomp_adc_csr,M0_x_x_1_COMP_ULVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
148,M0,ANA,DATA,1,LVTPROUT,A,0,adcout,ddrd_n0_dll_csr,M0_A_0_1_DATA_LVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
149,M0,ANA,CC,1,LVTPROUT,A,x,adcout,ddrcc_dll_csr,M0_A_x_1_CC_LVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
150,M0,ANA,CLK,1,LVTPROUT,x,x,adcout,ddrclk_dll_csr,M0_x_x_1_CLK_LVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
151,M0,ANA,COMP,1,LVTPROUT,x,x,adcout,ddrcomp_adc_csr,M0_x_x_1_COMP_LVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
152,M0,ANA,DATA,1,SVTPROUT,A,0,adcout,ddrd_n0_dll_csr,M0_A_0_1_DATA_SVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
153,M0,ANA,CC,1,SVTPROUT,A,x,adcout,ddrcc_dll_csr,M0_A_x_1_CC_SVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
154,M0,ANA,CLK,1,SVTPROUT,x,x,adcout,ddrclk_dll_csr,M0_x_x_1_CLK_SVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
155,M0,ANA,COMP,1,SVTPROUT,x,x,adcout,ddrcomp_adc_csr,M0_x_x_1_COMP_SVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
156,M0,ANA,DATA,1,HVTPROUT,A,0,adcout,ddrd_n0_dll_csr,M0_A_0_1_DATA_HVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
157,M0,ANA,CC,1,HVTPROUT,A,x,adcout,ddrcc_dll_csr,M0_A_x_1_CC_HVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
158,M0,ANA,CLK,1,HVTPROUT,x,x,adcout,ddrclk_dll_csr,M0_x_x_1_CLK_HVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
159,M0,ANA,COMP,1,HVTPROUT,x,x,adcout,ddrcomp_adc_csr,M0_x_x_1_COMP_HVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
160,M0,ANA,DATA,x,LVTNVT,B,0,adcout,ddrd_n0_dll_csr,M0_B_0_x_DATA_LVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
161,M0,ANA,DATA,0,ULVTNGM,B,0,adcout,ddrd_n0_dll_csr,M0_B_0_0_DATA_ULVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
162,M0,ANA,CC,x,LVTNVT,B,x,adcout,ddrcc_dll_csr,M0_B_x_x_CC_LVTNVT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
163,M0,ANA,CC,0,ULVTNGM,B,x,adcout,ddrcc_dll_csr,M0_B_x_0_CC_ULVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
164,M0,ANA,DATA,0,LVTNGM,B,0,adcout,ddrd_n0_dll_csr,M0_B_0_0_DATA_LVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
165,M0,ANA,CC,0,LVTNGM,B,x,adcout,ddrcc_dll_csr,M0_B_x_0_CC_LVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
166,M0,ANA,DATA,0,SVTNGM,B,0,adcout,ddrd_n0_dll_csr,M0_B_0_0_DATA_SVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
167,M0,ANA,CC,0,SVTNGM,B,x,adcout,ddrcc_dll_csr,M0_B_x_0_CC_SVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
168,M0,ANA,DATA,0,HVTNGM,B,0,adcout,ddrd_n0_dll_csr,M0_B_0_0_DATA_HVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
169,M0,ANA,CC,0,HVTNGM,B,x,adcout,ddrcc_dll_csr,M0_B_x_0_CC_HVTNGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
170,M0,ANA,DATA,0,ULVTPGM,B,0,adcout,ddrd_n0_dll_csr,M0_B_0_0_DATA_ULVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
171,M0,ANA,CC,0,ULVTPGM,B,x,adcout,ddrcc_dll_csr,M0_B_x_0_CC_ULVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
172,M0,ANA,DATA,0,LVTPGM,B,0,adcout,ddrd_n0_dll_csr,M0_B_0_0_DATA_LVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
173,M0,ANA,CC,0,LVTPGM,B,x,adcout,ddrcc_dll_csr,M0_B_x_0_CC_LVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
174,M0,ANA,DATA,0,SVTPGM,B,0,adcout,ddrd_n0_dll_csr,M0_B_0_0_DATA_SVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
175,M0,ANA,CC,0,SVTPGM,B,x,adcout,ddrcc_dll_csr,M0_B_x_0_CC_SVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
176,M0,ANA,DATA,0,HVTPGM,B,0,adcout,ddrd_n0_dll_csr,M0_B_0_0_DATA_HVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
177,M0,ANA,CC,0,HVTPGM,B,x,adcout,ddrcc_dll_csr,M0_B_x_0_CC_HVTPGM,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
178,M0,ANA,DATA,0,ULVTNROUT,B,0,adcout,ddrd_n0_dll_csr,M0_B_0_0_DATA_ULVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
179,M0,ANA,CC,0,ULVTNROUT,B,x,adcout,ddrcc_dll_csr,M0_B_x_0_CC_ULVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
180,M0,ANA,DATA,0,LVTNROUT,B,0,adcout,ddrd_n0_dll_csr,M0_B_0_0_DATA_LVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
181,M0,ANA,CC,0,LVTNROUT,B,x,adcout,ddrcc_dll_csr,M0_B_x_0_CC_LVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
182,M0,ANA,DATA,0,SVTNROUT,B,0,adcout,ddrd_n0_dll_csr,M0_B_0_0_DATA_SVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
183,M0,ANA,CC,0,SVTNROUT,B,x,adcout,ddrcc_dll_csr,M0_B_x_0_CC_SVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
184,M0,ANA,DATA,0,HVTNROUT,B,0,adcout,ddrd_n0_dll_csr,M0_B_0_0_DATA_HVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
185,M0,ANA,CC,0,HVTNROUT,B,x,adcout,ddrcc_dll_csr,M0_B_x_0_CC_HVTNROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
186,M0,ANA,DATA,0,ULVTPROUT,B,0,adcout,ddrd_n0_dll_csr,M0_B_0_0_DATA_ULVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
187,M0,ANA,CC,0,ULVTPROUT,B,x,adcout,ddrcc_dll_csr,M0_B_x_0_CC_ULVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
188,M0,ANA,DATA,0,LVTPROUT,B,0,adcout,ddrd_n0_dll_csr,M0_B_0_0_DATA_LVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
189,M0,ANA,CC,0,LVTPROUT,B,x,adcout,ddrcc_dll_csr,M0_B_x_0_CC_LVTPROUT,MIO_DDR::HVMADC_DDR_SMARTCTV_K_PREHVQK_TAP_FIXDIG_NOM_F1_RATIO1_MCR_CHECK_TRIMMING_ANA_APM
