Index,MC,TYPE,SubChannel,Partition,Nibble,Bit,Offset,FieldName,Register,Field,Name,Name_Index,combined_string
48,M6,COMP,x,x,x,x,x,dqrx_vrefctrl,ddrcomp_dqs_vref_ctl,M6_x_x_x_x_x_DqrxVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP_48,&---M6---COMP---x---x---x---x---x---dqrx_vrefctrl---ddrcomp_dqs_vref_ctl---M6_x_x_x_x_x_DqrxVrefctrl
49,M6,COMP,x,x,x,x,x,Rdac_preampVoutcm,ddrcomp_rxRdac_ctl1,M6_x_x_x_x_x_RdacPreampVoutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP_49,&---M6---COMP---x---x---x---x---x---Rdac_preampVoutcm---ddrcomp_rxRdac_ctl1---M6_x_x_x_x_x_RdacPreampVoutcm
50,M6,COMP,x,x,x,x,x,RdacSumVoutcm,ddrcomp_rxRdac_ctl1,M6_x_x_x_x_x_RdacSumVoutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP_50,&---M6---COMP---x---x---x---x---x---RdacSumVoutcm---ddrcomp_rxRdac_ctl1---M6_x_x_x_x_x_RdacSumVoutcm
51,M6,COMP,x,x,x,x,x,SumOffsetTune,ddrcomp_rxSum_ctl1,M6_x_x_x_x_x_SumOffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP_51,&---M6---COMP---x---x---x---x---x---SumOffsetTune---ddrcomp_rxSum_ctl1---M6_x_x_x_x_x_SumOffsetTune
52,M6,COMP,x,x,x,x,x,SamplerP0Offset,ddrcomp_SamplerOffset0,M6_x_x_x_x_x_SamplerP0Offset,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP_52,&---M6---COMP---x---x---x---x---x---SamplerP0Offset---ddrcomp_SamplerOffset0---M6_x_x_x_x_x_SamplerP0Offset
53,M6,COMP,x,x,x,x,x,SamplerP1Offset,ddrcomp_SamplerOffset0,M6_x_x_x_x_x_SamplerP1Offset,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP_53,&---M6---COMP---x---x---x---x---x---SamplerP1Offset---ddrcomp_SamplerOffset0---M6_x_x_x_x_x_SamplerP1Offset
54,M6,COMP,x,x,x,x,x,SamplerP2Offset,ddrcomp_SamplerOffset1,M6_x_x_x_x_x_SamplerP2Offset,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP_54,&---M6---COMP---x---x---x---x---x---SamplerP2Offset---ddrcomp_SamplerOffset1---M6_x_x_x_x_x_SamplerP2Offset
55,M6,COMP,x,x,x,x,x,SamplerP3Offset,ddrcomp_SamplerOffset1,M6_x_x_x_x_x_SamplerP3Offset,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP_55,&---M6---COMP---x---x---x---x---x---SamplerP3Offset---ddrcomp_SamplerOffset1---M6_x_x_x_x_x_SamplerP3Offset
56,M7,COMP,x,x,x,x,x,dqrx_vrefctrl,ddrcomp_dqs_vref_ctl,M7_x_x_x_x_x_DqrxVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP_56,&---M7---COMP---x---x---x---x---x---dqrx_vrefctrl---ddrcomp_dqs_vref_ctl---M7_x_x_x_x_x_DqrxVrefctrl
57,M7,COMP,x,x,x,x,x,Rdac_preampVoutcm,ddrcomp_rxRdac_ctl1,M7_x_x_x_x_x_RdacPreampVoutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP_57,&---M7---COMP---x---x---x---x---x---Rdac_preampVoutcm---ddrcomp_rxRdac_ctl1---M7_x_x_x_x_x_RdacPreampVoutcm
58,M7,COMP,x,x,x,x,x,RdacSumVoutcm,ddrcomp_rxRdac_ctl1,M7_x_x_x_x_x_RdacSumVoutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP_58,&---M7---COMP---x---x---x---x---x---RdacSumVoutcm---ddrcomp_rxRdac_ctl1---M7_x_x_x_x_x_RdacSumVoutcm
59,M7,COMP,x,x,x,x,x,SumOffsetTune,ddrcomp_rxSum_ctl1,M7_x_x_x_x_x_SumOffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP_59,&---M7---COMP---x---x---x---x---x---SumOffsetTune---ddrcomp_rxSum_ctl1---M7_x_x_x_x_x_SumOffsetTune
60,M7,COMP,x,x,x,x,x,SamplerP0Offset,ddrcomp_SamplerOffset0,M7_x_x_x_x_x_SamplerP0Offset,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP_60,&---M7---COMP---x---x---x---x---x---SamplerP0Offset---ddrcomp_SamplerOffset0---M7_x_x_x_x_x_SamplerP0Offset
61,M7,COMP,x,x,x,x,x,SamplerP1Offset,ddrcomp_SamplerOffset0,M7_x_x_x_x_x_SamplerP1Offset,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP_61,&---M7---COMP---x---x---x---x---x---SamplerP1Offset---ddrcomp_SamplerOffset0---M7_x_x_x_x_x_SamplerP1Offset
62,M7,COMP,x,x,x,x,x,SamplerP2Offset,ddrcomp_SamplerOffset1,M7_x_x_x_x_x_SamplerP2Offset,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP_62,&---M7---COMP---x---x---x---x---x---SamplerP2Offset---ddrcomp_SamplerOffset1---M7_x_x_x_x_x_SamplerP2Offset
63,M7,COMP,x,x,x,x,x,SamplerP3Offset,ddrcomp_SamplerOffset1,M7_x_x_x_x_x_SamplerP3Offset,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_COMP_63,&---M7---COMP---x---x---x---x---x---SamplerP3Offset---ddrcomp_SamplerOffset1---M7_x_x_x_x_x_SamplerP3Offset
0,M0,DATA,A,0,0,0,x,Sum_rshunt,ddrd_n0_rxdq_ctl2_bit[0],M0_A_0_0_0_x_SumRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_0,&---M0---DATA---A---0---0---0---x---Sum_rshunt---ddrd_n0_rxdq_ctl2_bit[0]---M0_A_0_0_0_x_SumRshunt
1,M0,DATA,A,0,0,0,x,Rdac_preampVoutcm,ddrd_n0_rxdq_ctl2_bit[0],M0_A_0_0_0_x_RdacPreampVoutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_1,&---M0---DATA---A---0---0---0---x---Rdac_preampVoutcm---ddrd_n0_rxdq_ctl2_bit[0]---M0_A_0_0_0_x_RdacPreampVoutcm
2,M0,DATA,A,0,0,0,x,preamp_rshunt,ddrd_n0_rxdq_ctl2_bit[0],M0_A_0_0_0_x_PreampRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_2,&---M0---DATA---A---0---0---0---x---preamp_rshunt---ddrd_n0_rxdq_ctl2_bit[0]---M0_A_0_0_0_x_PreampRshunt
3,M0,DATA,A,0,0,0,x,RdacSum0Voutcm,ddrd_n0_rxdq_ctl2_bit[0],M0_A_0_0_0_x_RdacSum0Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_3,&---M0---DATA---A---0---0---0---x---RdacSum0Voutcm---ddrd_n0_rxdq_ctl2_bit[0]---M0_A_0_0_0_x_RdacSum0Voutcm
4,M0,DATA,A,0,0,0,x,RdacSum180Voutcm,ddrd_n0_rxdq_ctl2_bit[0],M0_A_0_0_0_x_RdacSum180Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_4,&---M0---DATA---A---0---0---0---x---RdacSum180Voutcm---ddrd_n0_rxdq_ctl2_bit[0]---M0_A_0_0_0_x_RdacSum180Voutcm
5,M0,DATA,A,0,0,0,x,RdacSum270Voutcm,ddrd_n0_rxdq_ctl2_bit[0],M0_A_0_0_0_x_RdacSum270Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_5,&---M0---DATA---A---0---0---0---x---RdacSum270Voutcm---ddrd_n0_rxdq_ctl2_bit[0]---M0_A_0_0_0_x_RdacSum270Voutcm
6,M0,DATA,A,0,0,0,x,RdacSum90Voutcm,ddrd_n0_rxdq_ctl2_bit[0],M0_A_0_0_0_x_RdacSum90Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_6,&---M0---DATA---A---0---0---0---x---RdacSum90Voutcm---ddrd_n0_rxdq_ctl2_bit[0]---M0_A_0_0_0_x_RdacSum90Voutcm
7,M0,DATA,A,0,0,0,x,vref_ctl,ddrd_n0_rxdq_ctl2_bit[0],M0_A_0_0_0_x_VrefCtl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_7,&---M0---DATA---A---0---0---0---x---vref_ctl---ddrd_n0_rxdq_ctl2_bit[0]---M0_A_0_0_0_x_VrefCtl
8,M0,DATA,A,0,0,0,x,Sum0OffsetTune,ddrd_n0_rxdq_ctl2_bit[0],M0_A_0_0_0_x_Sum0OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_8,&---M0---DATA---A---0---0---0---x---Sum0OffsetTune---ddrd_n0_rxdq_ctl2_bit[0]---M0_A_0_0_0_x_Sum0OffsetTune
9,M0,DATA,A,0,0,0,x,Sum180OffsetTune,ddrd_n0_rxdq_ctl2_bit[0],M0_A_0_0_0_x_Sum180OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_9,&---M0---DATA---A---0---0---0---x---Sum180OffsetTune---ddrd_n0_rxdq_ctl2_bit[0]---M0_A_0_0_0_x_Sum180OffsetTune
10,M0,DATA,A,0,0,0,x,Sum270OffsetTune,ddrd_n0_rxdq_ctl2_bit[0],M0_A_0_0_0_x_Sum270OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_10,&---M0---DATA---A---0---0---0---x---Sum270OffsetTune---ddrd_n0_rxdq_ctl2_bit[0]---M0_A_0_0_0_x_Sum270OffsetTune
11,M0,DATA,A,0,0,0,x,Sum90OffsetTune,ddrd_n0_rxdq_ctl2_bit[0],M0_A_0_0_0_x_Sum90OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_11,&---M0---DATA---A---0---0---0---x---Sum90OffsetTune---ddrd_n0_rxdq_ctl2_bit[0]---M0_A_0_0_0_x_Sum90OffsetTune
12,M0,DATA,A,0,0,1,x,Sum_rshunt,ddrd_n0_rxdq_ctl2_bit[1],M0_A_0_0_1_x_SumRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_12,&---M0---DATA---A---0---0---1---x---Sum_rshunt---ddrd_n0_rxdq_ctl2_bit[1]---M0_A_0_0_1_x_SumRshunt
13,M0,DATA,A,0,0,1,x,Rdac_preampVoutcm,ddrd_n0_rxdq_ctl2_bit[1],M0_A_0_0_1_x_RdacPreampVoutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_13,&---M0---DATA---A---0---0---1---x---Rdac_preampVoutcm---ddrd_n0_rxdq_ctl2_bit[1]---M0_A_0_0_1_x_RdacPreampVoutcm
14,M0,DATA,A,0,0,1,x,preamp_rshunt,ddrd_n0_rxdq_ctl2_bit[1],M0_A_0_0_1_x_PreampRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_14,&---M0---DATA---A---0---0---1---x---preamp_rshunt---ddrd_n0_rxdq_ctl2_bit[1]---M0_A_0_0_1_x_PreampRshunt
15,M0,DATA,A,0,0,1,x,RdacSum0Voutcm,ddrd_n0_rxdq_ctl2_bit[1],M0_A_0_0_1_x_RdacSum0Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_15,&---M0---DATA---A---0---0---1---x---RdacSum0Voutcm---ddrd_n0_rxdq_ctl2_bit[1]---M0_A_0_0_1_x_RdacSum0Voutcm
16,M0,DATA,A,0,0,1,x,RdacSum180Voutcm,ddrd_n0_rxdq_ctl2_bit[1],M0_A_0_0_1_x_RdacSum180Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_16,&---M0---DATA---A---0---0---1---x---RdacSum180Voutcm---ddrd_n0_rxdq_ctl2_bit[1]---M0_A_0_0_1_x_RdacSum180Voutcm
17,M0,DATA,A,0,0,1,x,RdacSum270Voutcm,ddrd_n0_rxdq_ctl2_bit[1],M0_A_0_0_1_x_RdacSum270Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_17,&---M0---DATA---A---0---0---1---x---RdacSum270Voutcm---ddrd_n0_rxdq_ctl2_bit[1]---M0_A_0_0_1_x_RdacSum270Voutcm
18,M0,DATA,A,0,0,1,x,RdacSum90Voutcm,ddrd_n0_rxdq_ctl2_bit[1],M0_A_0_0_1_x_RdacSum90Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_18,&---M0---DATA---A---0---0---1---x---RdacSum90Voutcm---ddrd_n0_rxdq_ctl2_bit[1]---M0_A_0_0_1_x_RdacSum90Voutcm
19,M0,DATA,A,0,0,1,x,vref_ctl,ddrd_n0_rxdq_ctl2_bit[1],M0_A_0_0_1_x_VrefCtl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_19,&---M0---DATA---A---0---0---1---x---vref_ctl---ddrd_n0_rxdq_ctl2_bit[1]---M0_A_0_0_1_x_VrefCtl
20,M0,DATA,A,0,0,1,x,Sum0OffsetTune,ddrd_n0_rxdq_ctl2_bit[1],M0_A_0_0_1_x_Sum0OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_20,&---M0---DATA---A---0---0---1---x---Sum0OffsetTune---ddrd_n0_rxdq_ctl2_bit[1]---M0_A_0_0_1_x_Sum0OffsetTune
21,M0,DATA,A,0,0,1,x,Sum180OffsetTune,ddrd_n0_rxdq_ctl2_bit[1],M0_A_0_0_1_x_Sum180OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_21,&---M0---DATA---A---0---0---1---x---Sum180OffsetTune---ddrd_n0_rxdq_ctl2_bit[1]---M0_A_0_0_1_x_Sum180OffsetTune
22,M0,DATA,A,0,0,1,x,Sum270OffsetTune,ddrd_n0_rxdq_ctl2_bit[1],M0_A_0_0_1_x_Sum270OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_22,&---M0---DATA---A---0---0---1---x---Sum270OffsetTune---ddrd_n0_rxdq_ctl2_bit[1]---M0_A_0_0_1_x_Sum270OffsetTune
23,M0,DATA,A,0,0,1,x,Sum90OffsetTune,ddrd_n0_rxdq_ctl2_bit[1],M0_A_0_0_1_x_Sum90OffsetTune,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_23,&---M0---DATA---A---0---0---1---x---Sum90OffsetTune---ddrd_n0_rxdq_ctl2_bit[1]---M0_A_0_0_1_x_Sum90OffsetTune
24,M0,DATA,A,0,0,2,x,Sum_rshunt,ddrd_n0_rxdq_ctl2_bit[2],M0_A_0_0_2_x_SumRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_24,&---M0---DATA---A---0---0---2---x---Sum_rshunt---ddrd_n0_rxdq_ctl2_bit[2]---M0_A_0_0_2_x_SumRshunt
25,M0,DATA,A,0,0,2,x,Rdac_preampVoutcm,ddrd_n0_rxdq_ctl2_bit[2],M0_A_0_0_2_x_RdacPreampVoutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_25,&---M0---DATA---A---0---0---2---x---Rdac_preampVoutcm---ddrd_n0_rxdq_ctl2_bit[2]---M0_A_0_0_2_x_RdacPreampVoutcm
26,M0,DATA,A,0,0,2,x,preamp_rshunt,ddrd_n0_rxdq_ctl2_bit[2],M0_A_0_0_2_x_PreampRshunt,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_26,&---M0---DATA---A---0---0---2---x---preamp_rshunt---ddrd_n0_rxdq_ctl2_bit[2]---M0_A_0_0_2_x_PreampRshunt
27,M0,DATA,A,0,0,2,x,RdacSum0Voutcm,ddrd_n0_rxdq_ctl2_bit[2],M0_A_0_0_2_x_RdacSum0Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_27,&---M0---DATA---A---0---0---2---x---RdacSum0Voutcm---ddrd_n0_rxdq_ctl2_bit[2]---M0_A_0_0_2_x_RdacSum0Voutcm
28,M0,DATA,A,0,0,2,x,RdacSum180Voutcm,ddrd_n0_rxdq_ctl2_bit[2],M0_A_0_0_2_x_RdacSum180Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_28,&---M0---DATA---A---0---0---2---x---RdacSum180Voutcm---ddrd_n0_rxdq_ctl2_bit[2]---M0_A_0_0_2_x_RdacSum180Voutcm
29,M0,DATA,A,0,0,2,x,RdacSum270Voutcm,ddrd_n0_rxdq_ctl2_bit[2],M0_A_0_0_2_x_RdacSum270Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_29,&---M0---DATA---A---0---0---2---x---RdacSum270Voutcm---ddrd_n0_rxdq_ctl2_bit[2]---M0_A_0_0_2_x_RdacSum270Voutcm
30,M0,DATA,A,0,0,2,x,RdacSum90Voutcm,ddrd_n0_rxdq_ctl2_bit[2],M0_A_0_0_2_x_RdacSum90Voutcm,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_RXDQCODE_DATA_30,&---M0---DATA---A---0---0---2---x---RdacSum90Voutcm---ddrd_n0_rxdq_ctl2_bit[2]---M0_A_0_0_2_x_RdacSum90Voutcm
